Marca,Modello,Type,Origine,DriveTrain,MSRP,Invoice,EngineSize,Cylinders,Horsepower,MPG_City,MPG_Highway,Weight,Wheelbase,Length
Toyota,Corolla,Sedan,Asia,FWD,22000.0,21000.0,1.8,4.0,139.0,30.0,38.0,1300.0,270.0,4630.0
Toyota,Corolla Hatchback,Hatchback,Asia,FWD,21000.0,20000.0,2.0,4.0,168.0,28.0,37.0,1300.0,270.0,4360.0
Toyota,Prius,Hatchback,Asia,FWD,24000.0,23000.0,1.8,4.0,121.0,58.0,53.0,1400.0,270.0,4480.0
Toyota,Prius Prime,Hatchback,Asia,FWD,28000.0,27000.0,1.8,4.0,121.0,54.0,50.0,1400.0,270.0,4500.0
Toyota,RAV4,SUV,Asia,FWD,29000.0,28000.0,2.5,4.0,203.0,27.0,35.0,1600.0,269.0,4600.0
Toyota,RAV4 Hybrid,SUV,Asia,AWD,34000.0,33000.0,2.5,4.0,219.0,41.0,38.0,1650.0,269.0,4630.0
Toyota,Sienna,Minivan,Asia,FWD,35000.0,34000.0,3.5,6.0,296.0,19.0,26.0,2100.0,303.0,5140.0
Toyota,Highlander,SUV,Asia,AWD,37000.0,36000.0,3.5,6.0,295.0,21.0,29.0,2100.0,279.0,4930.0
Toyota,Camry,Sedan,Asia,FWD,24000.0,23000.0,2.5,4.0,203.0,28.0,39.0,1500.0,282.0,4880.0
Toyota,Camry Hybrid,Sedan,Asia,FWD,28000.0,27000.0,2.5,4.0,208.0,44.0,41.0,1550.0,282.0,4900.0
Volkswagen,Golf,Hatchback,Europe,FWD,26000.0,25000.0,1.5,4.0,150.0,27.0,36.0,1300.0,263.0,4250.0
Volkswagen,Golf GTI,Hatchback,Europe,FWD,35000.0,34000.0,2.0,4.0,245.0,23.0,30.0,1400.0,263.0,4250.0
Volkswagen,Golf R,Hatchback,Europe,AWD,45000.0,44000.0,2.0,4.0,315.0,22.0,28.0,1450.0,263.0,4250.0
Volkswagen,Polo,Hatchback,Europe,FWD,20000.0,19000.0,1.0,3.0,95.0,30.0,40.0,1100.0,245.0,3950.0
Volkswagen,T-Roc,SUV,Europe,AWD,30000.0,29000.0,1.5,4.0,150.0,26.0,33.0,1350.0,260.0,4200.0
Volkswagen,Tiguan,SUV,Europe,AWD,40000.0,39000.0,2.0,4.0,190.0,22.0,28.0,1650.0,267.0,4600.0
Volkswagen,Tiguan R,SUV,Europe,AWD,48000.0,47000.0,2.0,4.0,320.0,20.0,26.0,1750.0,267.0,4600.0
Volkswagen,Passat,Sedan,Europe,FWD,35000.0,34000.0,2.0,4.0,190.0,25.0,34.0,1550.0,277.0,4850.0
Volkswagen,Arteon,Sedan,Europe,FWD,45000.0,44000.0,2.0,4.0,268.0,24.0,33.0,1600.0,278.0,4850.0
Volkswagen,ID.3,Hatchback,Europe,Electric,45000.0,44000.0,0.0,0.0,201.0,120.0,120.0,1800.0,265.0,4250.0
Volkswagen,ID.4,SUV,Europe,Electric,48000.0,47000.0,0.0,0.0,201.0,110.0,110.0,1900.0,265.0,4600.0
Volkswagen,Up!,Hatchback,Europe,FWD,15000.0,14000.0,1.0,3.0,75.0,33.0,41.0,950.0,230.0,3600.0
Volkswagen,Crafter,Van,Europe,RWD,35000.0,34000.0,2.0,4.0,140.0,18.0,23.0,3000.0,380.0,6200.0
Volkswagen,Amarok,Pickup,Europe,AWD,40000.0,39000.0,3.0,6.0,224.0,20.0,25.0,2200.0,310.0,5600.0
Volkswagen,Touareg,SUV,Europe,AWD,60000.0,59000.0,3.0,6.0,340.0,18.0,23.0,2100.0,300.0,5000.0
Volkswagen,Sharan,MPV,Europe,FWD,35000.0,34000.0,2.0,4.0,150.0,23.0,29.0,1750.0,285.0,4850.0
Volkswagen,T-Cross,SUV,Europe,FWD,22000.0,21000.0,1.0,3.0,95.0,30.0,38.0,1200.0,255.0,4050.0
Volkswagen,T-Roc Cabriolet,SUV,Europe,FWD,33000.0,32000.0,1.5,4.0,150.0,25.0,32.0,1350.0,260.0,4200.0
Volkswagen,ID.5,SUV,Europe,Electric,52000.0,51000.0,0.0,0.0,204.0,110.0,110.0,1900.0,265.0,4600.0
Volkswagen,Caddy,Van,Europe,FWD,23000.0,22000.0,1.5,4.0,130.0,23.0,28.0,1400.0,265.0,4400.0
Volkswagen,Eos,Convertible,Europe,FWD,30000.0,29000.0,2.0,4.0,200.0,22.0,30.0,1500.0,270.0,4500.0
Volkswagen,Phaeton,Sedan,Europe,RWD,70000.0,69000.0,3.0,6.0,300.0,18.0,25.0,2100.0,300.0,5300.0
Volkswagen,Lavida,Sedan,Asia,FWD,18000.0,17000.0,1.4,4.0,150.0,26.0,33.0,1300.0,265.0,4500.0
Volkswagen,Lupo,Hatchback,Europe,FWD,12000.0,11000.0,1.0,3.0,75.0,34.0,42.0,900.0,220.0,3500.0
Volkswagen,Scirocco,Hatchback,Europe,FWD,30000.0,29000.0,2.0,4.0,265.0,21.0,27.0,1400.0,260.0,4200.0
Volkswagen,Beetle,Hatchback,Europe,FWD,25000.0,24000.0,2.0,4.0,170.0,24.0,31.0,1300.0,255.0,4100.0
Volkswagen,Tiguan Allspace,SUV,Europe,AWD,42000.0,41000.0,2.0,4.0,220.0,20.0,26.0,1750.0,270.0,4750.0
Volkswagen,CrossGolf,Hatchback,Europe,AWD,28000.0,27000.0,1.8,4.0,180.0,23.0,29.0,1400.0,260.0,4250.0
Volkswagen,Crafter Van,Van,Europe,RWD,36000.0,35000.0,3.0,6.0,205.0,17.0,22.0,3200.0,400.0,6500.0
Volvo,XC40,SUV,Europe,AWD,42000.0,41000.0,2.0,4.0,190.0,25.0,31.0,1650.0,270.0,4430.0
Volvo,XC40 Recharge,Electric SUV,Europe,AWD,54000.0,53000.0,0.0,0.0,402.0,100.0,100.0,2000.0,270.0,4430.0
Volvo,XC60,SUV,Europe,AWD,53000.0,52000.0,2.0,4.0,250.0,23.0,29.0,1850.0,286.0,4680.0
Volvo,XC60 Recharge,PHEV SUV,Europe,AWD,61000.0,60000.0,2.0,4.0,340.0,21.0,27.0,1900.0,286.0,4680.0
Volvo,XC90,SUV,Europe,AWD,70000.0,69000.0,2.0,4.0,320.0,19.0,25.0,2100.0,298.0,5000.0
Volvo,XC90 Recharge,PHEV SUV,Europe,AWD,85000.0,84000.0,2.0,4.0,400.0,18.0,24.0,2150.0,298.0,5000.0
Volvo,S60,Sedan,Europe,FWD,43000.0,42000.0,2.0,4.0,250.0,24.0,30.0,1600.0,287.0,4760.0
Volvo,S60 Recharge,PHEV Sedan,Europe,FWD,51000.0,50000.0,2.0,4.0,340.0,22.0,28.0,1650.0,287.0,4760.0
Volvo,S90,Sedan,Europe,FWD,60000.0,59000.0,2.0,4.0,316.0,22.0,28.0,1800.0,297.0,4950.0
Volvo,V60,Station Wagon,Europe,FWD,48000.0,47000.0,2.0,4.0,250.0,25.0,31.0,1650.0,287.0,4760.0
Volvo,V60 Recharge,PHEV Wagon,Europe,FWD,56000.0,55000.0,2.0,4.0,340.0,23.0,29.0,1700.0,287.0,4760.0
Volvo,V90,Station Wagon,Europe,FWD,62000.0,61000.0,2.0,4.0,316.0,22.0,28.0,1800.0,297.0,4950.0
Volvo,V90 Recharge,PHEV Wagon,Europe,FWD,70000.0,69000.0,2.0,4.0,400.0,20.0,26.0,1850.0,297.0,4950.0
Volvo,C40 Recharge,Electric SUV,Europe,AWD,58000.0,57000.0,0.0,0.0,402.0,105.0,105.0,1950.0,270.0,4430.0
Volvo,XC Classic,SUV,Europe,AWD,40000.0,39000.0,2.0,4.0,200.0,22.0,28.0,1700.0,270.0,4600.0
